Title,track_id,track_features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
T.B. Blues,7ikTFmzQzlQbO7yJiOJTTL,"{'danceability': 0.724, 'energy': 0.37, 'key': 1, 'loudness': -8.525, 'mode': 1, 'speechiness': 0.0325, 'acousticness': 0.976, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.647, 'tempo': 134.28, 'type': 'audio_features', 'id': '7ikTFmzQzlQbO7yJiOJTTL', 'uri': 'spotify:track:7ikTFmzQzlQbO7yJiOJTTL', 'track_href': 'https://api.spotify.com/v1/tracks/7ikTFmzQzlQbO7yJiOJTTL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7ikTFmzQzlQbO7yJiOJTTL', 'duration_ms': 178747, 'time_signature': 4}",0.724,0.37,1,-8.525,1,0.0325,0.976,0.0,0.124,0.647,134.28,audio_features,7ikTFmzQzlQbO7yJiOJTTL,spotify:track:7ikTFmzQzlQbO7yJiOJTTL,https://api.spotify.com/v1/tracks/7ikTFmzQzlQbO7yJiOJTTL,https://api.spotify.com/v1/audio-analysis/7ikTFmzQzlQbO7yJiOJTTL,178747,4
That Man,5TkXm783DrsA17o8sdPLmS,"{'danceability': 0.575, 'energy': 0.52, 'key': 8, 'loudness': -6.568, 'mode': 1, 'speechiness': 0.0259, 'acousticness': 0.0506, 'instrumentalness': 0, 'liveness': 0.0921, 'valence': 0.478, 'tempo': 136.042, 'type': 'audio_features', 'id': '5TkXm783DrsA17o8sdPLmS', 'uri': 'spotify:track:5TkXm783DrsA17o8sdPLmS', 'track_href': 'https://api.spotify.com/v1/tracks/5TkXm783DrsA17o8sdPLmS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5TkXm783DrsA17o8sdPLmS', 'duration_ms': 213880, 'time_signature': 4}",0.575,0.52,8,-6.568,1,0.0259,0.0506,0.0,0.0921,0.478,136.042,audio_features,5TkXm783DrsA17o8sdPLmS,spotify:track:5TkXm783DrsA17o8sdPLmS,https://api.spotify.com/v1/tracks/5TkXm783DrsA17o8sdPLmS,https://api.spotify.com/v1/audio-analysis/5TkXm783DrsA17o8sdPLmS,213880,4
The Foggy Dew,61Tfx6zfjRe7XqJSFrXBR3,"{'danceability': 0.258, 'energy': 0.317, 'key': 4, 'loudness': -12.626, 'mode': 0, 'speechiness': 0.038, 'acousticness': 0.497, 'instrumentalness': 0.000251, 'liveness': 0.113, 'valence': 0.161, 'tempo': 90.675, 'type': 'audio_features', 'id': '61Tfx6zfjRe7XqJSFrXBR3', 'uri': 'spotify:track:61Tfx6zfjRe7XqJSFrXBR3', 'track_href': 'https://api.spotify.com/v1/tracks/61Tfx6zfjRe7XqJSFrXBR3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/61Tfx6zfjRe7XqJSFrXBR3', 'duration_ms': 320773, 'time_signature': 4}",0.258,0.317,4,-12.626,0,0.038,0.497,0.000251,0.113,0.161,90.675,audio_features,61Tfx6zfjRe7XqJSFrXBR3,spotify:track:61Tfx6zfjRe7XqJSFrXBR3,https://api.spotify.com/v1/tracks/61Tfx6zfjRe7XqJSFrXBR3,https://api.spotify.com/v1/audio-analysis/61Tfx6zfjRe7XqJSFrXBR3,320773,4
Everlong,5UWwZ5lm5PKu6eKsHAGxOk,"{'danceability': 0.413, 'energy': 0.881, 'key': 11, 'loudness': -5.541, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 5.99e-05, 'instrumentalness': 0.000308, 'liveness': 0.0805, 'valence': 0.364, 'tempo': 158.066, 'type': 'audio_features', 'id': '5UWwZ5lm5PKu6eKsHAGxOk', 'uri': 'spotify:track:5UWwZ5lm5PKu6eKsHAGxOk', 'track_href': 'https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk', 'duration_ms': 250547, 'time_signature': 4}",0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4
Let It Be,7iN1s7xHE4ifF5povM6A48,"{'danceability': 0.443, 'energy': 0.403, 'key': 0, 'loudness': -8.339, 'mode': 1, 'speechiness': 0.0322, 'acousticness': 0.631, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.41, 'tempo': 143.462, 'type': 'audio_features', 'id': '7iN1s7xHE4ifF5povM6A48', 'uri': 'spotify:track:7iN1s7xHE4ifF5povM6A48', 'track_href': 'https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48', 'duration_ms': 243027, 'time_signature': 4}",0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4
Where Is My Mind?,0KzAbK6nItSqNh8q70tb0K,"{'danceability': 0.513, 'energy': 0.442, 'key': 4, 'loudness': -13.529, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.00731, 'instrumentalness': 0.000838, 'liveness': 0.0878, 'valence': 0.243, 'tempo': 81.201, 'type': 'audio_features', 'id': '0KzAbK6nItSqNh8q70tb0K', 'uri': 'spotify:track:0KzAbK6nItSqNh8q70tb0K', 'track_href': 'https://api.spotify.com/v1/tracks/0KzAbK6nItSqNh8q70tb0K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0KzAbK6nItSqNh8q70tb0K', 'duration_ms': 229227, 'time_signature': 4}",0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,audio_features,0KzAbK6nItSqNh8q70tb0K,spotify:track:0KzAbK6nItSqNh8q70tb0K,https://api.spotify.com/v1/tracks/0KzAbK6nItSqNh8q70tb0K,https://api.spotify.com/v1/audio-analysis/0KzAbK6nItSqNh8q70tb0K,229227,4
In Da Club,4RY96Asd9IefaL3X4LOLZ8,"{'danceability': 0.902, 'energy': 0.72, 'key': 6, 'loudness': -2.776, 'mode': 0, 'speechiness': 0.347, 'acousticness': 0.26, 'instrumentalness': 0, 'liveness': 0.0749, 'valence': 0.805, 'tempo': 90.059, 'type': 'audio_features', 'id': '4RY96Asd9IefaL3X4LOLZ8', 'uri': 'spotify:track:4RY96Asd9IefaL3X4LOLZ8', 'track_href': 'https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8', 'duration_ms': 193467, 'time_signature': 4}",0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4
Get Up (I Feel Like Being a) Sex Machine,2ivdsb1RcEJjIs5tuHkUC9,"{'danceability': 0.838, 'energy': 0.616, 'key': 10, 'loudness': -8.351, 'mode': 0, 'speechiness': 0.0711, 'acousticness': 0.18, 'instrumentalness': 7.17e-06, 'liveness': 0.193, 'valence': 0.848, 'tempo': 107.695, 'type': 'audio_features', 'id': '2ivdsb1RcEJjIs5tuHkUC9', 'uri': 'spotify:track:2ivdsb1RcEJjIs5tuHkUC9', 'track_href': 'https://api.spotify.com/v1/tracks/2ivdsb1RcEJjIs5tuHkUC9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ivdsb1RcEJjIs5tuHkUC9', 'duration_ms': 316333, 'time_signature': 4}",0.838,0.616,10,-8.351,0,0.0711,0.18,7.17e-06,0.193,0.848,107.695,audio_features,2ivdsb1RcEJjIs5tuHkUC9,spotify:track:2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/tracks/2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/audio-analysis/2ivdsb1RcEJjIs5tuHkUC9,316333,4
Wake Up,2MXmDDnh2RWzfWINMsFgNA,"{'danceability': 0.672, 'energy': 0.793, 'key': 2, 'loudness': -5.973, 'mode': 1, 'speechiness': 0.0414, 'acousticness': 0.00509, 'instrumentalness': 0.0192, 'liveness': 0.16, 'valence': 0.946, 'tempo': 129.915, 'type': 'audio_features', 'id': '2MXmDDnh2RWzfWINMsFgNA', 'uri': 'spotify:track:2MXmDDnh2RWzfWINMsFgNA', 'track_href': 'https://api.spotify.com/v1/tracks/2MXmDDnh2RWzfWINMsFgNA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2MXmDDnh2RWzfWINMsFgNA', 'duration_ms': 80453, 'time_signature': 4}",0.672,0.793,2,-5.973,1,0.0414,0.00509,0.0192,0.16,0.946,129.915,audio_features,2MXmDDnh2RWzfWINMsFgNA,spotify:track:2MXmDDnh2RWzfWINMsFgNA,https://api.spotify.com/v1/tracks/2MXmDDnh2RWzfWINMsFgNA,https://api.spotify.com/v1/audio-analysis/2MXmDDnh2RWzfWINMsFgNA,80453,4
St. Louis Blues,0p6NOOOm3SiEzgzO09z0lh,"{'danceability': 0.35, 'energy': 0.452, 'key': 7, 'loudness': -16.696, 'mode': 0, 'speechiness': 0.0415, 'acousticness': 0.991, 'instrumentalness': 0.93, 'liveness': 0.25, 'valence': 0.816, 'tempo': 183.2, 'type': 'audio_features', 'id': '0p6NOOOm3SiEzgzO09z0lh', 'uri': 'spotify:track:0p6NOOOm3SiEzgzO09z0lh', 'track_href': 'https://api.spotify.com/v1/tracks/0p6NOOOm3SiEzgzO09z0lh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0p6NOOOm3SiEzgzO09z0lh', 'duration_ms': 182493, 'time_signature': 4}",0.35,0.452,7,-16.696,0,0.0415,0.991,0.93,0.25,0.816,183.2,audio_features,0p6NOOOm3SiEzgzO09z0lh,spotify:track:0p6NOOOm3SiEzgzO09z0lh,https://api.spotify.com/v1/tracks/0p6NOOOm3SiEzgzO09z0lh,https://api.spotify.com/v1/audio-analysis/0p6NOOOm3SiEzgzO09z0lh,182493,4
Closer,7BKLCZ1jbUBVqRi2FVlTVw,"{'danceability': 0.748, 'energy': 0.524, 'key': 8, 'loudness': -5.599, 'mode': 1, 'speechiness': 0.0338, 'acousticness': 0.414, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.661, 'tempo': 95.01, 'type': 'audio_features', 'id': '7BKLCZ1jbUBVqRi2FVlTVw', 'uri': 'spotify:track:7BKLCZ1jbUBVqRi2FVlTVw', 'track_href': 'https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw', 'duration_ms': 244960, 'time_signature': 4}",0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
Prom Night,7KhJdiu4zbPlhlImRLIyDl,"{'danceability': 0.813, 'energy': 0.608, 'key': 7, 'loudness': -9.918, 'mode': 1, 'speechiness': 0.169, 'acousticness': 0.355, 'instrumentalness': 8.56e-06, 'liveness': 0.0963, 'valence': 0.0512, 'tempo': 149.251, 'type': 'audio_features', 'id': '7KhJdiu4zbPlhlImRLIyDl', 'uri': 'spotify:track:7KhJdiu4zbPlhlImRLIyDl', 'track_href': 'https://api.spotify.com/v1/tracks/7KhJdiu4zbPlhlImRLIyDl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7KhJdiu4zbPlhlImRLIyDl', 'duration_ms': 145899, 'time_signature': 4}",0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,audio_features,7KhJdiu4zbPlhlImRLIyDl,spotify:track:7KhJdiu4zbPlhlImRLIyDl,https://api.spotify.com/v1/tracks/7KhJdiu4zbPlhlImRLIyDl,https://api.spotify.com/v1/audio-analysis/7KhJdiu4zbPlhlImRLIyDl,145899,4
Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk,"{'danceability': 0.73, 'energy': 0.769, 'key': 8, 'loudness': -5.114, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.138, 'instrumentalness': 0, 'liveness': 0.0473, 'valence': 0.507, 'tempo': 104.948, 'type': 'audio_features', 'id': '1c8gk2PeTE04A1pIDH9YMk', 'uri': 'spotify:track:1c8gk2PeTE04A1pIDH9YMk', 'track_href': 'https://api.spotify.com/v1/tracks/1c8gk2PeTE04A1pIDH9YMk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1c8gk2PeTE04A1pIDH9YMk', 'duration_ms': 228093, 'time_signature': 4}",0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,1c8gk2PeTE04A1pIDH9YMk,spotify:track:1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/tracks/1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/audio-analysis/1c8gk2PeTE04A1pIDH9YMk,228093,4
"So Long, Marianne",14CsqOaDkOkrZ49UJLtuOJ,"{'danceability': 0.543, 'energy': 0.395, 'key': 9, 'loudness': -11.396, 'mode': 1, 'speechiness': 0.0267, 'acousticness': 0.701, 'instrumentalness': 4.24e-05, 'liveness': 0.0961, 'valence': 0.231, 'tempo': 94.872, 'type': 'audio_features', 'id': '14CsqOaDkOkrZ49UJLtuOJ', 'uri': 'spotify:track:14CsqOaDkOkrZ49UJLtuOJ', 'track_href': 'https://api.spotify.com/v1/tracks/14CsqOaDkOkrZ49UJLtuOJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/14CsqOaDkOkrZ49UJLtuOJ', 'duration_ms': 340560, 'time_signature': 3}",0.543,0.395,9,-11.396,1,0.0267,0.701,4.24e-05,0.0961,0.231,94.872,audio_features,14CsqOaDkOkrZ49UJLtuOJ,spotify:track:14CsqOaDkOkrZ49UJLtuOJ,https://api.spotify.com/v1/tracks/14CsqOaDkOkrZ49UJLtuOJ,https://api.spotify.com/v1/audio-analysis/14CsqOaDkOkrZ49UJLtuOJ,340560,3
Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,"{'danceability': 0.312, 'energy': 0.595, 'key': 0, 'loudness': -8.919, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.0484, 'instrumentalness': 0.00139, 'liveness': 0.103, 'valence': 0.337, 'tempo': 150.502, 'type': 'audio_features', 'id': '2CVV8PtUYYsux8XOzWkCP0', 'uri': 'spotify:track:2CVV8PtUYYsux8XOzWkCP0', 'track_href': 'https://api.spotify.com/v1/tracks/2CVV8PtUYYsux8XOzWkCP0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2CVV8PtUYYsux8XOzWkCP0', 'duration_ms': 267693, 'time_signature': 3}",0.312,0.595,0,-8.919,1,0.0298,0.0484,0.00139,0.103,0.337,150.502,audio_features,2CVV8PtUYYsux8XOzWkCP0,spotify:track:2CVV8PtUYYsux8XOzWkCP0,https://api.spotify.com/v1/tracks/2CVV8PtUYYsux8XOzWkCP0,https://api.spotify.com/v1/audio-analysis/2CVV8PtUYYsux8XOzWkCP0,267693,3
"Don't Think Twice, It's All Right",2WOjLF83vqjit2Zh4B69V3,"{'danceability': 0.6, 'energy': 0.243, 'key': 4, 'loudness': -17.085, 'mode': 1, 'speechiness': 0.0366, 'acousticness': 0.89, 'instrumentalness': 0.0022, 'liveness': 0.249, 'valence': 0.468, 'tempo': 110.535, 'type': 'audio_features', 'id': '2WOjLF83vqjit2Zh4B69V3', 'uri': 'spotify:track:2WOjLF83vqjit2Zh4B69V3', 'track_href': 'https://api.spotify.com/v1/tracks/2WOjLF83vqjit2Zh4B69V3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2WOjLF83vqjit2Zh4B69V3', 'duration_ms': 217400, 'time_signature': 4}",0.6,0.243,4,-17.085,1,0.0366,0.89,0.0022,0.249,0.468,110.535,audio_features,2WOjLF83vqjit2Zh4B69V3,spotify:track:2WOjLF83vqjit2Zh4B69V3,https://api.spotify.com/v1/tracks/2WOjLF83vqjit2Zh4B69V3,https://api.spotify.com/v1/audio-analysis/2WOjLF83vqjit2Zh4B69V3,217400,4
Star Dust,6ecG43eGaUj7iO4LQ11IfY,"{'danceability': 0.422, 'energy': 0.138, 'key': 1, 'loudness': -18.197, 'mode': 1, 'speechiness': 0.0354, 'acousticness': 0.989, 'instrumentalness': 0.929, 'liveness': 0.128, 'valence': 0.219, 'tempo': 132.91, 'type': 'audio_features', 'id': '6ecG43eGaUj7iO4LQ11IfY', 'uri': 'spotify:track:6ecG43eGaUj7iO4LQ11IfY', 'track_href': 'https://api.spotify.com/v1/tracks/6ecG43eGaUj7iO4LQ11IfY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ecG43eGaUj7iO4LQ11IfY', 'duration_ms': 166067, 'time_signature': 4}",0.422,0.138,1,-18.197,1,0.0354,0.989,0.929,0.128,0.219,132.91,audio_features,6ecG43eGaUj7iO4LQ11IfY,spotify:track:6ecG43eGaUj7iO4LQ11IfY,https://api.spotify.com/v1/tracks/6ecG43eGaUj7iO4LQ11IfY,https://api.spotify.com/v1/audio-analysis/6ecG43eGaUj7iO4LQ11IfY,166067,4
I Got You (I Feel Good),5haXbSJqjjM0TCJ5XkfEaC,"{'danceability': 0.613, 'energy': 0.487, 'key': 7, 'loudness': -8.781, 'mode': 1, 'speechiness': 0.0935, 'acousticness': 0.412, 'instrumentalness': 1.02e-05, 'liveness': 0.286, 'valence': 0.699, 'tempo': 143.332, 'type': 'audio_features', 'id': '5haXbSJqjjM0TCJ5XkfEaC', 'uri': 'spotify:track:5haXbSJqjjM0TCJ5XkfEaC', 'track_href': 'https://api.spotify.com/v1/tracks/5haXbSJqjjM0TCJ5XkfEaC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5haXbSJqjjM0TCJ5XkfEaC', 'duration_ms': 165800, 'time_signature': 4}",0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,audio_features,5haXbSJqjjM0TCJ5XkfEaC,spotify:track:5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/tracks/5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/audio-analysis/5haXbSJqjjM0TCJ5XkfEaC,165800,4
The Thrill is Gone,4NQfrmGs9iQXVQI9IpRhjM,"{'danceability': 0.547, 'energy': 0.46, 'key': 11, 'loudness': -8.759, 'mode': 0, 'speechiness': 0.0256, 'acousticness': 0.344, 'instrumentalness': 0.442, 'liveness': 0.0983, 'valence': 0.543, 'tempo': 90.768, 'type': 'audio_features', 'id': '4NQfrmGs9iQXVQI9IpRhjM', 'uri': 'spotify:track:4NQfrmGs9iQXVQI9IpRhjM', 'track_href': 'https://api.spotify.com/v1/tracks/4NQfrmGs9iQXVQI9IpRhjM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4NQfrmGs9iQXVQI9IpRhjM', 'duration_ms': 324733, 'time_signature': 4}",0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,audio_features,4NQfrmGs9iQXVQI9IpRhjM,spotify:track:4NQfrmGs9iQXVQI9IpRhjM,https://api.spotify.com/v1/tracks/4NQfrmGs9iQXVQI9IpRhjM,https://api.spotify.com/v1/audio-analysis/4NQfrmGs9iQXVQI9IpRhjM,324733,4
Foggy Mountain Special,68F3jtZbs3AB9XyL9Gv21X,"{'danceability': 0.625, 'energy': 0.488, 'key': 8, 'loudness': -9.869, 'mode': 1, 'speechiness': 0.0635, 'acousticness': 0.194, 'instrumentalness': 0.94, 'liveness': 0.101, 'valence': 0.971, 'tempo': 109.584, 'type': 'audio_features', 'id': '68F3jtZbs3AB9XyL9Gv21X', 'uri': 'spotify:track:68F3jtZbs3AB9XyL9Gv21X', 'track_href': 'https://api.spotify.com/v1/tracks/68F3jtZbs3AB9XyL9Gv21X', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/68F3jtZbs3AB9XyL9Gv21X', 'duration_ms': 121973, 'time_signature': 4}",0.625,0.488,8,-9.869,1,0.0635,0.194,0.94,0.101,0.971,109.584,audio_features,68F3jtZbs3AB9XyL9Gv21X,spotify:track:68F3jtZbs3AB9XyL9Gv21X,https://api.spotify.com/v1/tracks/68F3jtZbs3AB9XyL9Gv21X,https://api.spotify.com/v1/audio-analysis/68F3jtZbs3AB9XyL9Gv21X,121973,4
Ruiner,16vxXPt3FL9kS5HVhf1BkF,"{'danceability': 0.535, 'energy': 0.957, 'key': 4, 'loudness': -7.866, 'mode': 0, 'speechiness': 0.0631, 'acousticness': 0.000223, 'instrumentalness': 0.473, 'liveness': 0.418, 'valence': 0.0701, 'tempo': 116.665, 'type': 'audio_features', 'id': '16vxXPt3FL9kS5HVhf1BkF', 'uri': 'spotify:track:16vxXPt3FL9kS5HVhf1BkF', 'track_href': 'https://api.spotify.com/v1/tracks/16vxXPt3FL9kS5HVhf1BkF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/16vxXPt3FL9kS5HVhf1BkF', 'duration_ms': 296600, 'time_signature': 4}",0.535,0.957,4,-7.866,0,0.0631,0.000223,0.473,0.418,0.0701,116.665,audio_features,16vxXPt3FL9kS5HVhf1BkF,spotify:track:16vxXPt3FL9kS5HVhf1BkF,https://api.spotify.com/v1/tracks/16vxXPt3FL9kS5HVhf1BkF,https://api.spotify.com/v1/audio-analysis/16vxXPt3FL9kS5HVhf1BkF,296600,4
What a Beautiful Name,4KLj9QjEhJl2WU50mxRF9Z,"{'danceability': 0.424, 'energy': 0.506, 'key': 2, 'loudness': -5.877, 'mode': 1, 'speechiness': 0.0284, 'acousticness': 0.201, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.138, 'tempo': 135.902, 'type': 'audio_features', 'id': '4KLj9QjEhJl2WU50mxRF9Z', 'uri': 'spotify:track:4KLj9QjEhJl2WU50mxRF9Z', 'track_href': 'https://api.spotify.com/v1/tracks/4KLj9QjEhJl2WU50mxRF9Z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4KLj9QjEhJl2WU50mxRF9Z', 'duration_ms': 238200, 'time_signature': 4}",0.424,0.506,2,-5.877,1,0.0284,0.201,0.0,0.11,0.138,135.902,audio_features,4KLj9QjEhJl2WU50mxRF9Z,spotify:track:4KLj9QjEhJl2WU50mxRF9Z,https://api.spotify.com/v1/tracks/4KLj9QjEhJl2WU50mxRF9Z,https://api.spotify.com/v1/audio-analysis/4KLj9QjEhJl2WU50mxRF9Z,238200,4
Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi,"{'danceability': 0.603, 'energy': 0.67, 'key': 2, 'loudness': -3.882, 'mode': 0, 'speechiness': 0.0249, 'acousticness': 0.00408, 'instrumentalness': 1.68e-06, 'liveness': 0.112, 'valence': 0.446, 'tempo': 107.993, 'type': 'audio_features', 'id': '73CMRj62VK8nUS4ezD2wvi', 'uri': 'spotify:track:73CMRj62VK8nUS4ezD2wvi', 'track_href': 'https://api.spotify.com/v1/tracks/73CMRj62VK8nUS4ezD2wvi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/73CMRj62VK8nUS4ezD2wvi', 'duration_ms': 242974, 'time_signature': 4}",0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,audio_features,73CMRj62VK8nUS4ezD2wvi,spotify:track:73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/tracks/73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/audio-analysis/73CMRj62VK8nUS4ezD2wvi,242974,4
I'm Not the Only One,7795WJLVKJoAyVoOtCWqXN,"{'danceability': 0.677, 'energy': 0.485, 'key': 5, 'loudness': -5.795, 'mode': 1, 'speechiness': 0.0361, 'acousticness': 0.529, 'instrumentalness': 2.04e-05, 'liveness': 0.0766, 'valence': 0.493, 'tempo': 82.001, 'type': 'audio_features', 'id': '7795WJLVKJoAyVoOtCWqXN', 'uri': 'spotify:track:7795WJLVKJoAyVoOtCWqXN', 'track_href': 'https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN', 'duration_ms': 239317, 'time_signature': 4}",0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,7795WJLVKJoAyVoOtCWqXN,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317,4
Foggy Mountain Breakdown,29qFlNOssruDfoEN8vN2Uu,"{'danceability': 0.407, 'energy': 0.479, 'key': 2, 'loudness': -14.781, 'mode': 1, 'speechiness': 0.0329, 'acousticness': 0.191, 'instrumentalness': 0.901, 'liveness': 0.352, 'valence': 0.919, 'tempo': 155.252, 'type': 'audio_features', 'id': '29qFlNOssruDfoEN8vN2Uu', 'uri': 'spotify:track:29qFlNOssruDfoEN8vN2Uu', 'track_href': 'https://api.spotify.com/v1/tracks/29qFlNOssruDfoEN8vN2Uu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/29qFlNOssruDfoEN8vN2Uu', 'duration_ms': 140413, 'time_signature': 4}",0.407,0.479,2,-14.781,1,0.0329,0.191,0.901,0.352,0.919,155.252,audio_features,29qFlNOssruDfoEN8vN2Uu,spotify:track:29qFlNOssruDfoEN8vN2Uu,https://api.spotify.com/v1/tracks/29qFlNOssruDfoEN8vN2Uu,https://api.spotify.com/v1/audio-analysis/29qFlNOssruDfoEN8vN2Uu,140413,4
Your Love,5dRQUolXAVX3BbCiIxmSsf,"{'danceability': 0.555, 'energy': 0.757, 'key': 1, 'loudness': -7.868, 'mode': 0, 'speechiness': 0.0601, 'acousticness': 0.103, 'instrumentalness': 1.16e-06, 'liveness': 0.0631, 'valence': 0.582, 'tempo': 129.607, 'type': 'audio_features', 'id': '5dRQUolXAVX3BbCiIxmSsf', 'uri': 'spotify:track:5dRQUolXAVX3BbCiIxmSsf', 'track_href': 'https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5dRQUolXAVX3BbCiIxmSsf', 'duration_ms': 221840, 'time_signature': 4}",0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,audio_features,5dRQUolXAVX3BbCiIxmSsf,spotify:track:5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/audio-analysis/5dRQUolXAVX3BbCiIxmSsf,221840,4
